Date,Predicted_Rainfall
2022-01-01,0.0
2022-02-01,0.053551219403743744
2022-03-01,4.378228664398193
2022-04-01,10.219094276428223
2022-05-01,106.31170654296875
2022-06-01,497.6692199707031
2022-07-01,790.849365234375
2022-08-01,640.05419921875
2022-09-01,352.4758605957031
2022-10-01,183.8328094482422
2022-11-01,101.83857727050781
2022-12-01,27.183103561401367
